2026-01-29 10:39:16,953 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2026-01-29 10:39:16,971 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2026-01-29 10:39:16,971 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2026-01-29 10:39:16,972 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2026-01-29 10:39:16,992 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2026-01-29 10:39:16,992 INFO  SwAddin.cs: 197 - Setting up callbacks
2026-01-29 10:39:16,993 INFO  SwAddin.cs: 201 - Setting up command manager
2026-01-29 10:39:16,993 INFO  SwAddin.cs: 204 - Adding command manager
2026-01-29 10:39:16,995 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2026-01-29 10:39:16,997 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2026-01-29 10:39:16,997 INFO  SwAddin.cs: 210 - Adding event handlers
2026-01-29 10:39:17,097 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2026-01-29 10:40:03,478 INFO  SwAddin.cs: 294 - Assembly export called for file 装配体2.SLDASM
2026-01-29 10:40:03,479 INFO  SwAddin.cs: 299 - Save is required
2026-01-29 10:40:03,480 INFO  SwAddin.cs: 313 - Saving assembly
2026-01-29 10:40:03,618 INFO  SwAddin.cs: 316 - Opening property manager
2026-01-29 10:40:03,626 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体2.SLDASM
2026-01-29 10:40:03,645 INFO  ExportHelperExtension.cs: 1136 - Found 23 in 装配体2.SLDASM
2026-01-29 10:40:03,646 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配体2.SLDASM
2026-01-29 10:40:03,646 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-01-29 10:40:03,647 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-01-29 10:40:03,647 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 零件1-1
2026-01-29 10:40:03,648 INFO  ExportHelperExtension.cs: 1136 - Found 27 in 零件1-1
2026-01-29 10:40:03,648 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 零件1-1
2026-01-29 10:40:03,648 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配体2.SLDASM
2026-01-29 10:40:03,648 INFO  ExportHelperExtension.cs: 1136 - Found 23 in 装配体2.SLDASM
2026-01-29 10:40:03,649 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配体2.SLDASM
2026-01-29 10:40:03,649 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-01-29 10:40:03,649 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-01-29 10:40:03,649 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 零件1-1
2026-01-29 10:40:03,650 INFO  ExportHelperExtension.cs: 1136 - Found 27 in 零件1-1
2026-01-29 10:40:03,650 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 零件1-1
2026-01-29 10:40:03,790 INFO  SwAddin.cs: 339 - Loading config tree
2026-01-29 10:40:03,793 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2026-01-29 10:40:03,801 INFO  SwAddin.cs: 344 - Showing property manager
2026-01-29 10:40:28,517 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2026-01-29 10:40:31,060 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体2.SLDASM
2026-01-29 10:40:31,061 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 装配体2.SLDASM
2026-01-29 10:40:31,062 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in 装配体2.SLDASM
2026-01-29 10:40:31,062 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-01-29 10:40:31,062 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-01-29 10:40:31,062 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 零件1-1
